"","match_clock","quarter","quarter_clock","shot_clock","shot_outcome","shooter_X","shooter_Y","defender_lastname","defender_firstname","player_distance","defender_height","shot_dist","def_angle","LeftOrRight","def_reyting","distance","rowNum"
"1",2791.81,1,631.81,18.38,0,29.25529,38.54671,"Davis","Anthony",6.343738971,208,27.56387672,5.365498119,"1",104,0.526379499208951,"1L"
"2",2717.18,1,557.18,19.9,1,32.06145,34.13058,"Robinson","Nate",6.53851491628642,175,28.3235121804994,16.1636970891901,"1",113,0.485517502200044,"2L"
"3",2465.26,1,305.26,20.11,1,29.29856,39.24411,"Smith","Ish",5.35816166434907,183,27.9504545180521,9.29255859073024,"1",110,0.479042326925418,"3L"
"4",2349.33,1,189.33,10.74,0,30.45367,30.92155,"Ajinca","Alexis",11.1778601969429,218,25.8899543427832,6.59088806490007,"1",107,0.630248261405511,"4L"
"5",2551.37,1,391.37,18.91,0,60.85392,27.07319,"Smith","Ish",7.63784205493279,183,27.9730119247553,48.8025631723913,"1",110,0.480070302896393,"5L"
"6",1274.92,3,554.92,3.79,1,29.12455,38.70614,"Davis","Anthony",5.894693819,208,27.52911934,0.4403448127,"1",104,0.747175090499255,"6L"
"7",1211.79,3,491.79,11.12,1,16.29373,47.35317,"Babbitt","Luke",5.62590230674156,206,24.9324724277758,5.50207579936232,"1",112,0.520140732047189,"7L"
"8",134.3,4,134.3,6.46,1,31.65574,35.76289,"Babbitt","Luke",4.48982210365845,206,28.5149593389102,13.3573922059639,"1",112,0.607598406612094,"8L"
"9",2648.64,1,488.64,18.29,0,28.96831,18.25067,"Conley","Mike",2.12372837879518,185,24.6599206143288,112.749881658694,"1",110,0.420379027833591,"9L"
"10",2538.5,1,378.5,18.98,0,24.10209,43.01778,"Lee","Courtney",6.62929211041421,196,26.0776090448588,23.5601656450439,"1",109,0.482727495389129,"10L"
"11",1268.44,3,548.44,15.27,1,72.14334,7.87177,"Conley","Mike",4.49272776153864,185,23.8570203355008,31.0797236564021,"1",110,0.357466323951744,"11L"
"12",2025.13,2,585.13,16.4,1,31.15086,31.815,"Rivers","Austin",8.85790671859893,193,26.7824340518109,57.384137369741,"1",107,0.608198115938,"12L"
"13",1800,2,360,15.02,0,3.82879,47.35031,"Paul","Chris",10.3197968507137,183,22.3954503183169,5.02686390748923,"1",103,0.699603773997456,"13L"
"14",335.05,4,335.05,15.86,1,68.01812,10.8961,"Jordan","DeAndre",6.45960042288995,211,25.0745058484589,9.12542868912631,"1",98,0.493045060548802,"14L"
"15",299.42,4,299.42,16.73,1,64.61154,26.74645,"Jordan","DeAndre",2.93830659334589,211,24.2015565361838,21.9839631437667,"1",98,0.426478555055494,"15L"
"16",2412.42,1,252.42,19.11,1,32.4276,35.0695,"Gallinari","Danilo",5.88337081752459,208,28.9830428355961,18.5040528662872,"1",111,0.43054846373998,"16L"
"17",2336.06,1,176.06,6.68,1,29.0469,31.06472,"Foye","Randy",6.68296220597573,193,24.5575503315864,151.803352187088,"1",111,0.684671956866613,"17L"
"18",1509.67,2,69.67,18.05,1,17.09164,4.13537,"Gallinari","Danilo",3.71468682039281,208,23.9907737042076,86.1770621136499,"1",111,0.361193503150227,"18L"
"19",1467.55,2,27.55,13.43,1,16.51473,47.96757,"Barton","Will",5.40169919733596,198,25.5813098507055,11.2714938666184,"1",108,0.57109408475444,"19L"
"20",1366.15,3,646.15,20.57,0,65.05396,11.46716,"Mudiay","Emmanuel",5.3177572942924,196,27.2880939266047,4.63077621597203,"1",110,0.321234403471531,"20L"
"21",1019.85,3,299.85,12.12,0,89.54345,2.56032,"Gallinari","Danilo",5.81754419118583,208,22.4537035120022,14.5329341764652,"1",111,0.285267558658096,"21L"
"22",904.12,3,184.12,15.4,1,82.5638,47.75183,"Barton","Will",2.99143383495273,198,23.5778463560373,94.3148450740422,"1",108,0.354334318764859,"22L"
"23",2688.1,1,528.1,17.68,0,29.46627,39.40545,"Rondo","Rajon",4.82559047127914,185,28.1770247261026,12.9350099180056,"1",107,0.554058478227082,"23L"
"24",2272.52,1,112.52,20.79,0,25.02682,45.06384,"Casspi","Omri",5.77519592971528,206,28.1723319030924,15.8876304735013,"1",108,0.455525771655217,"24L"
"25",43.92,4,43.92,2.92,1,85.83841,2.24021,"Koufos","Kosta",11.4604186034412,213,22.9452696033888,10.9777163524058,"1",107,0.587766454484774,"25L"
"26",1887.37,2,447.37,16.22,1,16.8684,47.28699,"Morris","Marcus",4.87526731,206,25.13358593,43.36360223,"1",108,0.49549233172882,"26L"
"27",243.4,4,243.4,14.06,1,62.69569,21.69559,"Caldwell-Pope","Kentavious",5.26777400473862,196,26.263019533637,60.9870268789697,"1",107,0.490900728705786,"27L"
"28",1151.12,3,431.12,14.32,0,65.4366,15.57214,"Lee","Courtney",4.20775671303606,196,25.1475478673289,4.08923437417428,"1",109,0.380696074440503,"28L"
"29",335.72,4,335.72,12.68,0,83.24329,3.52427,"Allen","Tony",14.2404314159544,193,22.1704946732589,28.6526861486014,"1",105,0.556749127062657,"29L"
"30",2816.59,1,656.59,18.44,1,31.81303,38.06279,"LaVine","Zach",6.64382895583564,196,29.601200066298,7.12400167227653,"1",112,0.487327045828584,"30L"
"31",2750.95,1,590.95,10.26,1,14.17177,48.27333,"LaVine","Zach",5.89530836508151,196,24.9248042965597,42.1393988587041,"1",112,0.592740439022497,"31L"
"32",2573.68,1,413.68,14.65,1,4.4462,47.60665,"LaVine","Zach",16.0595917182754,196,22.6209354064437,53.0348916725011,"1",112,0.67333373802718,"32L"
"33",1695.26,2,255.26,16.76,0,23.83256,43.76688,"LaVine","Zach",3.61893576856512,196,26.4103638954105,49.0043358995627,"1",112,0.446098314561549,"33L"
"34",843.05,3,123.05,18.94,0,64.06026,14.42112,"Miller","Andre",4.08011530398346,206,26.860676896199,72.8321949073184,"1",108,0.352752849417944,"34L"
"35",176.43,4,176.43,3.72,0,66.10372,3.64619,"Towns","Karl-Anthony",5.68755789106361,213,31.1261818949016,4.19003011006597,"1",106,0.675435521378546,"35L"
"36",2814.71,1,654.71,7.12,0,84.34259,2.06118,"Johnson","Joe",7.682836059,201,23.35839733,34.1786362,"1",113,0.422708964085666,"36L"
"37",2603.77,1,443.77,8.74,0,61.37466,15.47963,"Young","Thaddeus",8.52160963290973,203,28.9835588748604,2.76786173997062,"1",107,0.637374989333611,"37L"
"38",915.64,3,195.64,12.97,1,23.75972,42.86237,"Jack","Jarrett",5.89959654506136,190,25.7230246373808,40.4385703169749,"1",112,0.552727330790059,"38L"
"39",449.5,4,449.5,11.76,1,18.11362,46.43551,"Jack","Jarrett",5.68368561377211,190,24.9990761522201,50.8093464258453,"1",112,0.576697460594781,"39L"
"40",326.53,4,326.53,18.33,1,11.15229,48.02976,"Ellington","Wayne",5.72458069019034,193,23.7740798539439,9.42708267391223,"1",113,0.41377282412697,"40L"
"41",2290.49,1,130.49,11.25,0,26.80458,36.03549,"Lowry","Kyle",2.93576771591351,183,24.2153248691092,56.5057326277561,"1",104,0.628289415672177,"41L"
"42",917.24,3,197.24,16,1,70.9623,7.72285,"Patterson","Patrick",6.39598144595495,206,24.7972212840975,11.6823054535922,"1",107,0.367464800335317,"42L"
"43",2831.13,1,671.13,15.46,1,68.45177,9.18055,"Griffin","Blake",5.39732437214033,208,25.7346680459531,59.3677227593321,"1",103,0.454950324918081,"43L"
"44",1847.6,2,407.6,16.15,0,63.58716,20.71796,"Smith","Josh",7.201642631,206,25.5245839,23.39596741,"1",103,0.479480589285226,"44L"
"45",1448.45,2,8.45,5.24,1,72.1666,6.02279,"Griffin","Blake",3.731368770304,208,25.2020565617987,18.8845601793976,"1",103,0.562297700966387,"45L"
"46",1111.57,3,391.57,12.98,0,23.36389,40.72947,"Rivers","Austin",4.95208468256552,193,23.9901904413658,10.7599876356767,"1",107,0.548655872790892,"46L"
"47",936.11,3,216.11,14.42,0,33.51898,31.14184,"Rivers","Austin",3.72444771778313,193,28.9284881877018,90.8911288335831,"1",107,0.603334998868063,"47L"
"48",786.12,3,66.12,24,0,31.49396,20.23651,"Griffin","Blake",6.85759481749979,208,26.6727627639452,48.3815718726985,"1",103,0.435963870724854,"48L"
"49",109.68,4,109.68,9.62,1,29.11278,32.19151,"Crawford","Jamal",5.74293098587298,196,24.9228827668169,154.190239525495,"1",109,0.649130937409851,"49L"
"50",2753.18,1,593.18,16.21,1,78.32917,3.41166,"Gasol","Pau",4.11795883448341,213,23.9718610425745,17.7986412861927,"1",101,0.355215151326329,"50L"
"51",1275.12,3,555.12,24,0,30.7409,39.70459,"Snell","Tony",4.56758783166783,201,29.4280639845386,15.9142868045284,"1",109,0.387274343234065,"51L"
"52",270.95,4,270.95,19.7,0,29.88711,16.6737,"Mirotic","Nikola",7.43999033266173,208,26.0060466207784,47.4292969676485,"1",104,0.494533387400022,"52L"
"53",1281.08,3,561.08,8.42,1,28.55328,31.01617,"Harris","Gary",5.00747617150596,193,24.0673463478486,98.8792690490077,"1",111,0.597597309599849,"53L"
"54",2670.61,1,510.61,5.06,1,8.89643,47.90721,"Randle","Julius",9.1787937189208,206,23.1956185890569,3.09610652204383,"1",108,0.713966389814167,"54L"
"55",2363.7,1,203.7,20.82,0,21.51789,44.87658,"Clarkson","Jordan",8.48321832110903,196,25.6850672093436,9.1827113132904,"1",114,0.406724000449896,"55L"
"56",2176.7,1,16.7,6.9,0,19.93923,4.79561,"Clarkson","Jordan",5.54569481432219,196,24.9798089116991,55.4230709560187,"1",114,0.575853808500883,"56L"
"57",1220.2,3,500.2,9.65,0,74.43,4.36473,"Clarkson","Jordan",5.79859411286045,196,25.1172603596192,25.430864817795,"1",114,0.399716552272661,"57L"
"58",830.48,3,110.48,17.94,0,73.06985,4.65684,"Ezeli","Festus",6.63786380434248,211,25.68484500261,35.1291516354592,"1",101,0.426087197446717,"58L"
"59",2511.79,1,351.79,17.29,1,67.97658,12.07227,"Bledsoe","Eric",5.34280362810575,185,24.467553646601,9.77806875011727,"1",107,0.391104547656789,"59L"
"60",1809.63,2,369.63,15.79,1,67.72931,11.77677,"Bledsoe","Eric",3.90653315544614,185,24.8339126943178,118.493060330677,"1",107,0.451797424387928,"60L"
"61",1475.9,2,35.9,20.57,1,63.79982,10.34589,"Bledsoe","Eric",5.30430665011932,185,28.9353490029842,4.7234934074055,"1",107,0.422065508226067,"61L"
"62",1075.19,3,355.19,16.68,0,28.86494,32.46698,"Morris","Markieff",5.81651197,208,24.76734103,0.6774159485,"1",106,0.458956815796483,"62L"
"63",777.81,3,57.81,20.46,0,30.5923,29.95554,"Price","Ronnie",5.88425131184079,188,25.8222684127789,0.676025257394902,"1",108,0.440340207105135,"63L"
"64",2481.95,1,321.95,16.73,1,18.00219,45.82749,"McLemore","Ben",6.23756815155554,196,24.4213572410749,50.2556197774178,"1",111,0.484774058001089,"64L"
"65",2218.85,1,58.85,18.72,1,30.3763,16.14209,"Collison","Darren",5.01062026113534,183,26.6419504026657,61.596720765026,"1",112,0.448630999115689,"65L"
"66",1127.35,3,407.35,14.82,0,67.06995,10.31685,"Gay","Rudy",6.6307503391773,203,26.1843361940875,18.7297274648177,"1",108,0.425250748324342,"66L"
"67",1526.83,2,86.83,16.83,0,60.92234,22.06938,"Burks","Alec",6.31018542520742,198,27.9815509695228,2.04246061212704,"1",107,0.462449494102548,"67L"
"68",2805.19,1,645.19,7.65,0,87.54724,1.71346,"Walker","Kemba",3.166425308,185,23.31758085,5.279038347,"1",105,0.470986425527267,"68L"
"69",2483.32,1,323.32,19.71,1,59.05399,24.39843,"Walker","Kemba",4.481757136,185,29.70210256,4.416839142,"1",105,0.486869278853516,"69L"
"70",2459.25,1,299.25,18.47,0,60.12404,29.0114,"Zeller","Cody",5.53949220283772,213,28.9056554307561,40.8064356971415,"1",102,0.489907724230416,"70L"
"71",2199.48,1,39.48,13.38,0,64.27148,21.71025,"Walker","Kemba",2.42365156,185,24.69859098,95.13632574,"1",105,0.497462332515281,"71L"
"72",835.98,3,115.98,12.02,1,29.19145,30.13337,"Walker","Kemba",2.484382413,185,24.48559813,19.40240205,"1",105,0.565475768920903,"72L"
"73",755.13,3,35.13,16.09,1,30.64096,32.03242,"Walker","Kemba",6.410305001,185,26.34683626,30.17294023,"1",105,0.602142597357812,"73L"
"74",1574.03,2,134.03,13.83,1,77.52076,3.71086,"Carroll","DeMarre",8.1447161646923,203,24.0691361065826,1.53227790915067,"1",104,0.447976308094677,"74L"
"75",1403.1,3,683.1,20.15,0,29.33596,28.9699,"Lowry","Kyle",6.01338291326937,183,24.4109314679223,103.588004720056,"1",104,0.545875050236944,"75L"
"76",220.3,4,220.3,20.36,1,29.34647,30.14705,"Scola","Luis",4.57078876985144,206,24.6400485016446,118.083643006707,"1",105,0.445982776352201,"76L"
"77",114.61,4,114.61,16.82,0,31.6629,33.32398,"Joseph","Cory",1.77356802793127,190,27.6934997689061,161.81940000007,"1",108,0.541000701298505,"77L"
"78",2620.72,1,460.72,8.85,1,81.52026,2.00876,"Johnson","Joe",9.149328467,201,24.10116713,40.07796594,"1",113,0.441502548825661,"78L"
"79",2552.76,1,392.76,18.76,0,77.93845,2.96377,"Jack","Jarrett",2.84785960772296,190,24.5455708023953,13.3411821371506,"1",112,0.236424994122272,"79L"
"80",1553.95,2,113.95,18.82,1,60.26309,15.09261,"Larkin","Shane",6.73498372848072,180,30.1605772153021,8.65320293252437,"1",110,0.487310354459751,"80L"
"81",970.63,3,250.63,14.39,1,15.42305,47.21632,"Larkin","Shane",12.9968593498968,180,24.4347257124957,11.0557618931108,"1",110,0.686464181296572,"81L"
"82",2589.43,1,429.43,12.53,0,77.77036,2.22891,"George","Paul",5.70774771258331,206,25.2799334318289,5.71062023430132,"1",101,0.483749217682038,"82L"
"83",2275.71,1,115.71,20.67,1,75.61218,3.26487,"Stuckey","Rodney",5.46882153303616,196,25.3972083203903,9.43815030935747,"1",105,0.327887914357185,"83L"
"84",1741.24,2,301.24,12.5,1,80.48398,2.84478,"Bradley","Avery",4.17728150207763,188,23.6470053048753,5.35238846877785,"1",106,0.40513403593698,"84L"
"85",341.62,4,341.62,14.42,1,27.8946,17.15337,"Bradley","Avery",2.57770283060325,188,23.9655484292953,49.3481983648271,"1",106,0.499487676771497,"85L"
"86",1218.41,3,498.41,20.64,0,62.08389,22.81545,"Mayo","O.J.",5.11819667947608,201,26.7554420863233,7.88602902080324,"1",110,0.310715598813055,"86L"
"87",2431.65,1,271.65,19.34,0,63.17009,13.56592,"Bledsoe","Eric",3.4214639693558,185,28.0191002898826,19.8353819952694,"1",107,0.404883818606849,"87L"
"88",2284.74,1,124.74,18,0,67.79623,11.3867,"Bledsoe","Eric",5.38544768171597,185,24.9876452292508,140.690399460545,"1",107,0.452995963302512,"88L"
"89",1629.72,2,189.72,12.92,1,70.40453,7.78586,"Leuer","Jon",5.21253659188116,208,25.1571637006341,13.57762152656,"1",106,0.415035444940044,"89L"
"90",1505.73,2,65.73,12,0,65.28461,9.4246,"Chandler","Tyson",6.16684145277791,216,28.1641192479385,17.7461425990932,"1",107,0.481017904101669,"90L"
"91",2455.4,1,295.4,13.28,1,18.51822,45.27423,"Henson","John",8.08325269232628,211,24.2299414787015,18.4980670102553,"1",105,0.595156339460979,"91L"
"92",1447.76,2,7.76,6.91,0,17.37876,46.48464,"Carter-Williams","Michael",4.1049984151154,198,24.6717768931871,72.4185872325512,"1",107,0.678578872211633,"92L"
"93",2809.57,1,649.57,13.08,1,63.77852,29.2895,"Neto","Raul",4.55005460338665,185,25.3372181511783,74.2778673502207,"1",106,0.535518886931251,"93L"
"94",2595.49,1,435.49,23.36,0,65.80407,11.77433,"Neto","Raul",8.14753207103231,185,26.484600252105,26.0582607141225,"1",106,0.399610125958635,"94L"
"95",2457.47,1,297.47,7.8,0,89.37211,2.08185,"Booker","Trevor",7.22129363250796,203,22.9265919899709,31.1582592994544,"1",102,0.530314601763425,"95L"
"96",976.79,3,256.79,12.69,0,29.25684,34.4624,"Favors","Derrick",5.77948082800696,208,25.8043674703644,8.42930814550776,"1",101,0.620534347410709,"96L"
"97",845.76,3,125.76,12.44,0,5.2821,48.05801,"Hood","Rodney",8.03892070918105,203,23.0580323438515,0.862793027791814,"1",107,0.605352941565175,"97L"
"98",355.88,4,355.88,10.23,1,8.60704,47.39295,"Booker","Trevor",5.54816597741091,203,22.6431872152332,3.21529480293694,"1",102,0.652220817672899,"98L"
"99",907.75,3,187.75,15.8,0,62.61973,10.42185,"Dellavedova","Matthew",5.00828369461037,193,29.9217891793823,26.8461789396084,"1",108,0.493838562252923,"99L"
"100",31.37,4,31.37,6.44,0,66.14575,39.38561,"Dellavedova","Matthew",3.15234928605635,193,26.7936166490192,44.1975372077839,"1",108,0.58929396836055,"100L"
"101",2729.81,1,569.81,13.81,0,30.28362,21.52997,"Rondo","Rajon",6.28726147651742,185,25.2729744688927,18.1100139952134,"1",107,0.577975132315704,"101L"
"102",2414.82,1,254.82,15.91,0,30.19842,25.05974,"Collison","Darren",3.57575883261162,183,24.9484915248197,35.466717955956,"1",112,0.435102031706535,"102L"
"103",1637.91,2,197.91,18.41,1,25.24042,39.4137,"Collison","Darren",4.4477879190447,183,24.6449110257351,7.77509302744107,"1",112,0.410995946090195,"103L"
"104",2661.11,1,501.11,18.85,0,21.65618,45.75494,"Walker","Kemba",6.107103877,185,26.45619543,5.676551149,"1",105,0.570864129858177,"104L"
"105",336.73,4,336.73,17.87,0,62.45547,22.68503,"Roberts","Brian",2.23924726160377,185,26.396238255134,93.8845862366524,"1",109,0.397123089864717,"105L"
"106",336.73,4,336.73,17.87,1,62.45547,22.68503,"Roberts","Brian",2.23924726160377,185,26.396238255134,93.8845862366524,"1",109,0.397123089864717,"106L"
"107",2403.2,1,243.2,16.08,1,84.00233,0.8166,"Nance Jr.","Larry",5.817515941,206,24.64502396,2.608645628,"1",109,0.294778448417515,"107L"
"108",1875.2,2,435.2,4.54,1,77.56395,4.84666,"Randle","Julius",7.02920189754854,206,23.0496166510009,3.48509155715354,"1",108,0.507379124494436,"108L"
"109",1450.94,2,10.94,5.9,1,68.82629,38.45299,"Clarkson","Jordan",5.65544602594702,196,24.0403236272767,152.222902403345,"1",114,0.54537070765349,"109L"
"110",2579.06,1,419.06,11.26,0,75.8968,4.40956,"Lillard","Damian",4.06354196712671,190,24.2728442839647,64.3018486787275,"1",110,0.414887070993173,"110L"
"111",1467.43,2,27.43,16.31,0,75.7823,3.35691,"Lillard","Damian",5.60163952317533,190,25.2306279755003,6.75017089721441,"1",110,0.346927187557224,"111L"
"112",1349.92,3,629.92,10.54,0,29.67495,32.9662,"Vonleh","Noah",11.4759134193536,208,25.6912149370655,11.9756023106563,"1",107,0.66787225062527,"112L"
"113",910.85,3,190.85,17.55,1,32.78219,20.60798,"Leonard","Meyers",6.60683017291954,216,27.8803035470653,10.7017743755768,"1",109,0.436959969044037,"113L"
"114",1852.75,2,412.75,8.79,1,26.72453,39.52686,"Collison","Darren",5.78083568997597,183,25.9265327450568,72.9888585733872,"1",112,0.65089348288709,"114L"
"115",1704.2,2,264.2,15.34,0,30.96697,26.74054,"Rondo","Rajon",4.67339175813455,185,25.775803100437,93.8191853263832,"1",107,0.572873850647371,"115L"
"116",1536.73,2,96.73,20.24,1,29.01439,36.17981,"Rondo","Rajon",4.51882160994435,185,26.2627946667562,28.8861159471595,"1",107,0.474011952830808,"116L"
"117",908.18,3,188.18,15.68,0,65.37695,17.21985,"Acy","Quincy",5.25584527288429,201,24.6339237703822,7.64944737549124,"1",108,0.368945797997613,"117L"
"118",266.09,4,266.09,14.28,1,90.5042,2.50299,"Rondo","Rajon",15.8315545520236,185,22.565298060963,38.984129588391,"1",107,0.548625201499059,"118L"
"119",53.6,4,53.6,6.62,1,74.4198,3.29039,"Belinelli","Marco",10.0142014401,196,26.0127237787991,3.05836380537898,"1",113,0.545276576497577,"119L"
"120",2720.3,1,560.3,17.46,1,5.88048,47.30672,"Dragic","Goran",3.98031268476485,190,22.3156282051122,22.5143804775046,"1",107,0.480895398766169,"120L"
"121",1529.16,2,89.16,18.67,1,25.81734,39.11264,"Dragic","Goran",6.32496852906005,190,24.9435779800172,14.207414962846,"1",107,0.495744514258841,"121L"
"122",293.58,4,293.58,8.19,1,73.85196,5.95859,"Johnson","Tyler",7.37188760577642,193,24.1769909341444,9.58335783910681,"1",107,0.536553908120518,"122L"
"123",28.58,4,28.58,10.52,1,70.47242,6.36292,"Johnson","Tyler",5.6637847633186,193,26.1038441916665,86.6510343816067,"1",107,0.548327953851961,"123L"
"124",2746.01,1,586.01,16.99,0,61.98554,17.56979,"Nelson","Jameer",3.76125462064189,183,27.7766869827145,9.83137962386788,"1",112,0.38479312260224,"124L"
"125",1643.49,2,203.49,15.19,0,69.08543,40.21167,"Nelson","Jameer",6.46696025289316,183,24.8614202626037,61.188895177291,"1",112,0.436172837393954,"125L"
"126",906.45,3,186.45,9.02,0,28.48877,16.80943,"Mudiay","Emmanuel",3.27854531599,196,24.6399242701312,119.452001814242,"1",110,0.571565048052548,"126L"
"127",763.27,3,43.27,16.18,0,28.92934,33.30481,"Nurkic","Jusuf",10.4895968691366,213,25.0934455978389,38.7116688968247,"1",102,0.615817035566593,"127L"
"128",317.47,4,317.47,24,1,22.73151,46.13393,"Nelson","Jameer",3.59102356390208,183,27.4271068311078,0.939318988140798,"1",112,0.361372522958708,"128L"
"129",38.83,4,38.83,19.49,1,33.70858,40.69709,"Harris","Gary",5.22478286309584,193,32.5006063033369,14.5011358839583,"1",111,0.523544316666196,"129L"
"130",2717.73,1,557.73,19,0,26.34049,41.19546,"Williams","Lou",5.727753693,185,26.59138381,2.760933777,"1",114,0.422330186116269,"130L"
"131",2523.71,1,363.71,12.92,1,26.41695,9.61081,"Clarkson","Jordan",6.15222089119856,196,26.1699625746503,73.3130441713992,"1",114,0.50304928912616,"131L"
"132",2457.38,1,297.38,19.55,1,25.84363,41.66779,"Russell","D'Angelo",6.16461270583156,188,26.4936373505225,59.6299924522374,"1",112,0.46719564113897,"132L"
"133",1696.89,2,256.89,18.18,1,22.76404,45.1419,"Hibbert","Roy",9.81306295156614,218,26.6915292317919,1.0709930821168,"1",110,0.478122350298134,"133L"
"134",1511.36,2,71.36,17.19,1,29.95176,27.25851,"Clarkson","Jordan",5.53053540890934,196,24.8047941841431,80.1913197457007,"1",114,0.402992087813533,"134L"
"135",1469.96,2,29.96,20.09,0,13.27119,47.89687,"Bryant","Kobe",5.92125797006852,198,24.2612065819695,19.7378522509684,"1",113,0.382350544694054,"135L"
"136",1464.55,2,24.55,22.54,0,5.547,47.79187,"Clarkson","Jordan",7.71455646287588,196,22.7938050157691,10.9877048031943,"1",114,0.350708795126688,"136L"
"137",1221.45,3,501.45,15,1,75.61236,45.95226,"Clarkson","Jordan",4.62368622293945,196,24.7304424521115,65.2809189454435,"1",114,0.335110353632614,"137L"
"138",984.36,3,264.36,8.06,1,84.66865,2.90209,"Hibbert","Roy",7.43924569894691,218,22.4716497879128,11.3111328526713,"1",110,0.367383808134222,"138L"
"139",2241.7,1,81.7,18.1,1,60.57047,21.40903,"Dellavedova","Matthew",2.97073608476081,193,28.4074105923402,81.2028116550949,"1",108,0.430061475194676,"139L"
"140",1356.8,3,636.8,17.74,1,26.27115,11.97888,"Irving","Kyrie",3.79490270885829,190,24.7272787297127,62.2323962269454,"1",106,0.477253909184154,"140L"
"141",1144.4,3,424.4,20.21,0,31.07681,25.89176,"James","LeBron",10.680664720784,203,25.8422009641923,46.9834627474856,"1",103,0.573682368663081,"141L"
"142",2812.18,1,652.18,12.69,0,29.03212,35.26776,"Rose","Derrick",3.49729096910738,190,25.9039789822336,122.82909840424,"1",110,0.569355400018635,"142L"
"143",2684.23,1,524.23,11.53,1,28.65147,17.43055,"Gasol","Pau",5.04019318901568,213,24.5952306649765,146.2872937947,"1",101,0.643902838586558,"143L"
"144",2207.88,1,47.88,13.59,0,24.25897,41.94168,"Mirotic","Nikola",5.22299112602156,208,25.4629429108911,23.1978678069823,"1",104,0.572778257530404,"144L"
"145",1118.41,3,398.41,12.29,0,64.19561,14.21392,"Gibson","Taj",4.41292794848273,206,26.8189781691715,35.8369384523096,"1",106,0.478974367855115,"145L"
