"","X","match_id","match_clock","quarter","quarter_clock","shot_clock","shooter_id","shooter_lastname","shooter_firstname","shooter_team_id","event_id","shot_outcome","shooter_X","shooter_Y","defender_id","defender_lastname","defender_firstname","defender_team_id","defender_X","defender_Y","distance","shooter_height","defender_height","height_difference","shot_dist","def_angle","LeftOrRight"
"2491",11,21500092,2272.52,1,112.52,20.79,201939,"Curry","Stephen",1610612744,112,0,25.02682,45.06384,201956,"Casspi","Omri",1610612758,22.25347,39.99813,5.77519592971528,190,206,-16,28.1723319030924,15.8876304735013,"Left"
"2501",12,21500092,2216.68,1,56.68,14.45,201939,"Curry","Stephen",1610612744,122,0,12.08212,46.7049,200765,"Rondo","Rajon",1610612758,10.72621,42.83731,4.09838313682359,190,185,5,22.7547917526046,1.84717877922249,"Left"
"2621",24,21500092,1560.06,2,120.06,18.67,201939,"Curry","Stephen",1610612744,246,0,29.31578,12.25457,201585,"Koufos","Kosta",1610612758,18.66862,19.13029,12.6742866301816,190,213,-23,27.2324760698197,4.94750112113884,"Right"
"2661",28,21500092,1163.76,3,443.76,20.44,201939,"Curry","Stephen",1610612744,312,0,64.60093,36.89642,200765,"Rondo","Rajon",1610612758,63.09548,36.0169,1.74354097540035,190,185,5,26.9202970021005,123.479522863701,"Right"
"2711",33,21500092,1053.9,3,333.9,18.53,201939,"Curry","Stephen",1610612744,326,0,83.11732,47.85145,202341,"Anderson","James",1610612758,84.9282,40.95123,7.1338855067067,190,198,-8,23.5354169515838,0.858109921618095,"Right"
"2721",34,21500092,1045.98,3,325.98,20.19,201939,"Curry","Stephen",1610612744,325,0,79.68741,47.48833,202341,"Anderson","James",1610612758,77.49558,41.50888,6.368511682599,190,198,-8,24.2457320717895,42.0799207789551,"Right"
"2811",43,21500092,743.03,3,23.03,10,201939,"Curry","Stephen",1610612744,390,0,67.01255,35.06687,200765,"Rondo","Rajon",1610612758,70.5973,28.44211,7.53245495307473,190,185,5,23.9553460442424,36.7321497578042,"Right"
"2901",52,21500092,43.92,4,43.92,2.92,201939,"Curry","Stephen",1610612744,528,1,85.83841,2.24021,201585,"Koufos","Kosta",1610612758,85.10131,13.6769,11.4604186034412,190,213,-23,22.9452696033888,10.9777163524058,"Left"
"2951",5,21500104,2257.73,1,97.73,8.24,201939,"Curry","Stephen",1610612744,93,0,5.88502,47.67945,2581,"Blake","Steve",1610612765,6.55159,43.59777,4.1357498941909,190,190,0,22.6883384738262,10.8788219501568,"Left"
"3111",21,21500104,1245.43,3,525.43,20.72,201939,"Curry","Stephen",1610612744,273,1,65.52706,35.36251,203083,"Drummond","Andre",1610612765,60.18983,32.49726,6.05769606660817,190,211,-21,25.4300325549084,127.723900081157,"Right"
"3161",26,21500104,1002.11,3,282.11,6.22,201939,"Curry","Stephen",1610612744,316,0,74.92836,45.20174,203484,"Caldwell-Pope","Kentavious",1610612765,71.14193,45.37021,3.79017602306278,190,196,-6,24.4775005120458,126.926766024681,"Left"
"3171",27,21500104,997.71,3,277.71,21.57,201939,"Curry","Stephen",1610612744,317,0,48.98344,39.44185,203484,"Caldwell-Pope","Kentavious",1610612765,40.34062,41.35852,8.85279399067323,190,196,-6,42.3077572751865,172.544525180576,"Left"
"3261",36,21500104,243.4,4,243.4,14.06,201939,"Curry","Stephen",1610612744,444,1,62.69569,21.69559,203484,"Caldwell-Pope","Kentavious",1610612765,64.65068,26.58716,5.26777400473862,190,196,-6,26.263019533637,60.9870268789697,"Left"
"3341",4,21500120,1674.04,2,234.04,13.04,201939,"Curry","Stephen",1610612744,219,0,25.1736,10.64259,201584,"Lee","Courtney",1610612763,20.61336,12.9969,5.13211110886154,190,196,-6,24.5577901869875,8.47150031385971,"Right"
"3361",6,21500120,1447,2,7,NA,201939,"Curry","Stephen",1610612744,285,0,32.29516,17.12445,2754,"Allen","Tony",1610612763,28.67651,14.5248,4.45564899257112,190,193,-3,28.1685102060457,51.9291488816101,"Left"
"3401",10,21500120,1151.12,3,431.12,14.32,201939,"Curry","Stephen",1610612744,337,0,65.4366,15.57214,201584,"Lee","Courtney",1610612763,69.21504,17.42379,4.20775671303606,190,196,-6,25.1475478673289,4.08923437417428,"Left"
"3421",12,21500120,801.48,3,81.48,10.68,201939,"Curry","Stephen",1610612744,429,0,65.28121,42.10964,203893,"Smith","Russ",1610612763,69.5908,38.91144,5.36666089930228,190,183,7,29.0434826595176,0.486095560803265,"Right"
"3491",19,21500120,335.72,4,335.72,12.68,201939,"Curry","Stephen",1610612744,503,0,83.24329,3.52427,2754,"Allen","Tony",1610612763,79.7329,17.32525,14.2404314159544,190,193,-3,22.1704946732589,28.6526861486014,"Left"
"3571",1,21500125,2816.59,1,656.59,18.44,201939,"Curry","Stephen",1610612744,5,1,31.81303,38.06279,203897,"LaVine","Zach",1610612750,26.26073,34.41417,6.64382895583564,190,196,-6,29.601200066298,7.12400167227653,"Left"
"3581",2,21500125,2750.95,1,590.95,10.26,201939,"Curry","Stephen",1610612744,19,1,14.17177,48.27333,203897,"LaVine","Zach",1610612750,16.30032,42.7757,5.89530836508151,190,196,-6,24.9248042965597,42.1393988587041,"Left"
"3631",7,21500125,2573.68,1,413.68,14.65,201939,"Curry","Stephen",1610612744,46,1,4.4462,47.60665,203897,"LaVine","Zach",1610612750,17.61289,38.41161,16.0595917182754,190,196,-6,22.6209354064437,53.0348916725011,"Left"
"3671",11,21500125,2296.29,1,136.29,8.38,201939,"Curry","Stephen",1610612744,99,0,4.55044,3.26392,1889,"Miller","Andre",1610612750,4.51501,9.48246,6.21864093001839,190,206,-16,21.7473345024166,2.16982484439444,"Right"
"3691",13,21500125,2174.13,1,14.13,8.08,201939,"Curry","Stephen",1610612744,114,1,26.10439,9.63809,203498,"Muhammad","Shabazz",1610612750,18.84061,14.86055,8.94631702657579,190,198,-8,25.9016188899497,0.661262613332669,"Right"
"3781",22,21500125,1695.26,2,255.26,16.76,201939,"Curry","Stephen",1610612744,213,0,23.83256,43.76688,203897,"LaVine","Zach",1610612750,24.10309,40.15807,3.61893576856512,190,196,-6,26.4103638954105,49.0043358995627,"Left"
"3871",31,21500125,908.38,3,188.38,8.66,201939,"Curry","Stephen",1610612744,365,1,62.44089,34.12774,1889,"Miller","Andre",1610612750,66.40405,32.06728,4.46678101066081,190,206,-16,27.8475296301072,8.33625329871752,"Right"
"3881",32,21500125,881.77,3,161.77,20.79,201939,"Curry","Stephen",1610612744,366,1,72.48447,43.6541,203952,"Wiggins","Andrew",1610612750,77.93047,37.28209,8.38220898332295,190,203,-13,24.7496042996833,0.56725772728709,"Right"
"3891",33,21500125,843.05,3,123.05,18.94,201939,"Curry","Stephen",1610612744,370,0,64.06026,14.42112,1889,"Miller","Andre",1610612750,63.63193,18.47869,4.08011530398346,190,206,-16,26.860676896199,72.8321949073184,"Left"
"395",39,21500125,300.14,4,300.14,14.2,201939,"Curry","Stephen",1610612744,458,0,71.29865,43.42469,1626157,"Towns","Karl-Anthony",1610612750,73.51989,38.03377,5.83060250608803,190,213,-23,25.3775258529787,21.0526047193251,"Right"
"398",42,21500125,176.43,4,176.43,3.72,201939,"Curry","Stephen",1610612744,485,0,66.10372,3.64619,1626157,"Towns","Karl-Anthony",1610612750,69.94563,7.84,5.68755789106361,190,213,-23,31.1261818949016,4.19003011006597,"Left"
"399",43,21500125,31.49,4,31.49,7.99,201939,"Curry","Stephen",1610612744,527,1,60.82125,26.60509,1626145,"Jones","Tyus",1610612750,67.27525,26.31761,6.46039942653703,190,188,2,27.9748349498366,0.738785640495511,"Right"
"403",3,21500144,2766.48,1,606.48,15.3,201939,"Curry","Stephen",1610612744,16,0,90.00145,46.69664,101127,"Jack","Jarrett",1610612751,84.45834,43.6689,6.31611256863745,190,190,0,21.7327014977913,58.0547592859781,"Right"
"405",5,21500144,2603.77,1,443.77,8.74,201939,"Curry","Stephen",1610612744,28,0,61.37466,15.47963,201152,"Young","Thaddeus",1610612751,69.27887,18.66417,8.52160963290973,190,203,-13,28.9835588748604,2.76786173997062,"Left"
"409",9,21500144,2370.39,1,210.39,24,201939,"Curry","Stephen",1610612744,60,1,78.58132,3.37197,101127,"Jack","Jarrett",1610612751,78.14058,8.94217,5.58760948775055,190,190,0,23.8992412980684,29.7052128597507,"Left"
"412",12,21500144,2195.27,1,35.27,18,201939,"Curry","Stephen",1610612744,91,0,63.13899,37.67031,200745,"Bargnani","Andrea",1610612751,62.4573,32.64057,5.07572514264711,190,213,-23,28.5737744919393,71.3957943737609,"Right"
"419",19,21500144,1631.12,2,191.12,18.32,201939,"Curry","Stephen",1610612744,197,1,66.70647,14.97452,101127,"Jack","Jarrett",1610612751,67.85317,12.20078,3.00142540763552,190,190,0,24.2162644536952,91.995384146467,"Right"
"422",22,21500144,1350.92,3,630.92,16.48,201939,"Curry","Stephen",1610612744,247,0,26.17496,37.67961,101127,"Jack","Jarrett",1610612751,25.04892,41.25429,3.74783980233948,190,190,0,24.4668441110352,103.729371326681,"Right"
"425",25,21500144,1186.33,3,466.33,20.52,201939,"Curry","Stephen",1610612744,264,0,32.26071,34.1537,101127,"Jack","Jarrett",1610612751,26.56487,34.53219,5.70840152632066,190,190,0,28.5196191838899,22.522812657706,"Right"
"430",30,21500144,915.64,3,195.64,12.97,201939,"Curry","Stephen",1610612744,306,1,23.75972,42.86237,101127,"Jack","Jarrett",1610612751,23.18596,36.99074,5.89959654506136,190,190,0,25.7230246373808,40.4385703169749,"Left"
"432",32,21500144,794.56,3,74.56,20.86,201939,"Curry","Stephen",1610612744,324,0,23.59028,7.89035,1626178,"Hollis-Jefferson","Rondae",1610612751,29.73993,14.95762,9.36827093840694,190,201,-11,25.0819854397713,88.0166618158268,"Right"
"433",33,21500144,748.44,3,28.44,22.09,201939,"Curry","Stephen",1610612744,331,0,28.98034,12.68516,101127,"Jack","Jarrett",1610612751,19.7273,14.71269,9.47257236142855,190,190,0,26.7354506365836,15.0676777806431,"Right"
"440",40,21500144,449.5,4,449.5,11.76,201939,"Curry","Stephen",1610612744,374,1,18.11362,46.43551,101127,"Jack","Jarrett",1610612751,20.04273,41.08922,5.68368561377211,190,190,0,24.9990761522201,50.8093464258453,"Left"
"442",42,21500144,392.61,4,392.61,9.06,201939,"Curry","Stephen",1610612744,391,0,18.1929,2.87415,201961,"Ellington","Wayne",1610612751,15.47402,8.37124,6.13272426597675,190,193,-3,25.6334137139886,4.00907999949232,"Right"
"444",44,21500144,326.53,4,326.53,18.33,201939,"Curry","Stephen",1610612744,401,1,11.15229,48.02976,201961,"Ellington","Wayne",1610612751,8.84198,42.79208,5.72458069019034,190,193,-3,23.7740798539439,9.42708267391223,"Left"
"448",1,21500164,2826.58,1,666.58,17.24,201939,"Curry","Stephen",1610612744,9,0,13.22762,47.7537,200768,"Lowry","Kyle",1610612761,18.02957,47.0028,4.86030602045797,190,183,7,24.1116835694731,100.433460873011,"Left"
"455",8,21500164,2320.66,1,160.66,10.53,201939,"Curry","Stephen",1610612744,96,1,24.32589,8.75425,201942,"DeRozan","DeMar",1610612761,22.24325,16.66502,8.18032220407607,190,201,-11,25.0562162417752,34.8316499545094,"Right"
"456",9,21500164,2290.49,1,130.49,11.25,201939,"Curry","Stephen",1610612744,99,0,26.80458,36.03549,200768,"Lowry","Kyle",1610612761,26.47821,33.11792,2.93576771591351,190,183,7,24.2153248691092,56.5057326277561,"Left"
"457",10,21500164,2274.57,1,114.57,10.1,201939,"Curry","Stephen",1610612744,104,0,5.08337,48.05501,200768,"Lowry","Kyle",1610612761,13.69511,40.39961,11.522465664414,190,183,7,23.0556121509927,47.9504302509124,"Left"
"459",12,21500164,2181.11,1,21.11,19.45,201939,"Curry","Stephen",1610612744,122,1,27.02409,7.39017,201949,"Johnson","James",1610612761,21.70797,11.4302,6.67704831907782,190,206,-16,28.0038766594377,1.73093254059826,"Right"
"467",20,21500164,1570.34,2,130.34,19.25,201939,"Curry","Stephen",1610612744,212,0,28.08136,16.8973,200768,"Lowry","Kyle",1610612761,23.09194,18.01107,5.11222021721482,190,183,7,24.2265298121625,6.95581952021585,"Right"
"476",29,21500164,917.24,3,197.24,16,201939,"Curry","Stephen",1610612744,315,1,70.9623,7.72285,202335,"Patterson","Patrick",1610612761,74.55293,13.01586,6.39598144595495,190,206,-16,24.7972212840975,11.6823054535922,"Left"
"484",37,21500164,320.41,4,320.41,15.05,201939,"Curry","Stephen",1610612744,464,1,62.3411,25.53037,202709,"Joseph","Cory",1610612761,68.31377,22.64956,6.63112759528876,190,190,0,26.4142251740781,24.5989851752631,"Right"
"489",1,21500177,2831.13,1,671.13,15.46,201939,"Curry","Stephen",1610612744,7,1,68.45177,9.18055,201933,"Griffin","Blake",1610612746,67.76607,14.53414,5.39732437214033,190,208,-18,25.7346680459531,59.3677227593321,"Left"
"490",2,21500177,2801.4,1,641.4,6.87,201939,"Curry","Stephen",1610612744,8,0,63.06937,14.89924,2037,"Crawford","Jamal",1610612746,63.60687,14.89884,0.53750014883719,190,196,-6,27.5956538203845,21.5134509572356,"Right"
"512",24,21500177,1448.45,2,8.45,5.24,201939,"Curry","Stephen",1610612744,279,1,72.1666,6.02279,201933,"Griffin","Blake",1610612746,73.58034,9.47597,3.731368770304,190,208,-18,25.2020565617987,18.8845601793976,"Left"
"521",33,21500177,1111.57,3,391.57,12.98,201939,"Curry","Stephen",1610612744,341,0,23.36389,40.72947,203085,"Rivers","Austin",1610612746,20.29672,36.84159,4.95208468256552,190,193,-3,23.9901904413658,10.7599876356767,"Left"
"523",35,21500177,936.11,3,216.11,14.42,201939,"Curry","Stephen",1610612744,370,0,33.51898,31.14184,203085,"Rivers","Austin",1610612746,34.36623,27.51504,3.72444771778313,190,193,-3,28.9284881877018,90.8911288335831,"Left"
"527",39,21500177,786.12,3,66.12,24,201939,"Curry","Stephen",1610612744,401,0,31.49396,20.23651,201933,"Griffin","Blake",1610612746,26.09703,16.0057,6.85759481749979,190,208,-18,26.6727627639452,48.3815718726985,"Left"
"539",51,21500177,126.73,4,126.73,11.75,201939,"Curry","Stephen",1610612744,521,0,28.87561,17.9739,201933,"Griffin","Blake",1610612746,24.93806,20.94713,4.93400411789451,190,208,-18,24.6482358208879,20.4941946454652,"Right"
"540",52,21500177,109.68,4,109.68,9.62,201939,"Curry","Stephen",1610612744,524,1,29.11278,32.19151,2037,"Crawford","Jamal",1610612746,34.7844,31.2893,5.74293098587298,190,196,-6,24.9228827668169,154.190239525495,"Left"
"542",2,21500187,2753.18,1,593.18,16.21,201939,"Curry","Stephen",1610612744,14,1,78.32917,3.41166,2200,"Gasol","Pau",1610612741,78.90002,7.48986,4.11795883448341,190,213,-23,23.9718610425745,17.7986412861927,"Left"
"547",7,21500187,2510.34,1,350.34,14.72,201939,"Curry","Stephen",1610612744,48,0,76.41435,47.2625,202703,"Mirotic","Nikola",1610612741,77.79296,38.67139,8.70101928306104,190,208,-18,25.4516633478541,19.874337634544,"Right"
"553",13,21500187,2197.33,1,37.33,19.99,201939,"Curry","Stephen",1610612744,87,0,67.99655,37.01668,202734,"Moore","E'Twaun",1610612741,67.58423,36.58292,0.598460959461847,190,208,-18,23.9813737122147,103.47667760638,"Right"
"559",19,21500187,1594.01,2,154.01,18.25,201939,"Curry","Stephen",1610612744,191,0,64.68526,34.11008,2550,"Hinrich","Kirk",1610612741,61.03242,32.22757,4.10938973154165,190,193,-3,25.7314062747064,132.000514602132,"Right"
"564",24,21500187,1275.12,3,555.12,24,201939,"Curry","Stephen",1610612744,264,0,30.7409,39.70459,203503,"Snell","Tony",1610612741,27.56186,36.42487,4.56758783166783,190,201,-11,29.4280639845386,15.9142868045284,"Left"
"579",39,21500187,337.6,4,337.6,17.58,201939,"Curry","Stephen",1610612744,464,0,19.61437,4.93524,2200,"Gasol","Pau",1610612741,18.76546,9.13624,4.28591287686766,190,213,-23,24.6765013596843,24.1747811709735,"Right"
"580",40,21500187,331.13,4,331.13,21.1,201939,"Curry","Stephen",1610612744,463,0,29.91402,20.80978,202710,"Butler","Jimmy",1610612741,34.89901,27.21076,8.11311717285656,190,201,-11,25.0174304477658,118.268907379234,"Right"
"582",42,21500187,270.95,4,270.95,19.7,201939,"Curry","Stephen",1610612744,477,0,29.88711,16.6737,202703,"Mirotic","Nikola",1610612741,23.36466,13.09444,7.43999033266173,190,208,-18,26.0060466207784,47.4292969676485,"Left"
"591",5,21500200,2692.46,1,532.46,14.41,201939,"Curry","Stephen",1610612744,20,0,74.56577,44.49692,203914,"Harris","Gary",1610612743,73.89667,40.07606,4.47120766120296,190,193,-3,24.1106256695943,44.6427473098265,"Right"
"592",6,21500200,2667.64,1,507.64,14.09,201939,"Curry","Stephen",1610612744,25,0,75.72626,46.15132,203914,"Harris","Gary",1610612743,73.97987,43.48959,3.18350194361492,190,193,-3,24.8394070245246,64.8916363510526,"Right"
"595",9,21500200,2419.08,1,259.08,20.71,201939,"Curry","Stephen",1610612744,73,1,87.84406,48.24454,201589,"Arthur","Darrell",1610612743,84.00927,40.5386,8.60738785159005,190,206,-16,23.2621874959171,28.6887445841008,"Right"
"602",16,21500200,1588.99,2,148.99,4.19,201939,"Curry","Stephen",1610612744,230,0,66.43794,40.2541,201568,"Gallinari","Danilo",1610612743,71.25758,36.35554,6.19900796928025,190,208,-18,27.0280518767742,4.60979007278571,"Right"
"609",23,21500200,1350.96,3,630.96,15.64,201939,"Curry","Stephen",1610612744,281,0,30.30558,31.42737,203914,"Harris","Gary",1610612743,27.15364,35.01426,4.77498750110406,190,193,-3,25.8668354124214,63.0805034280606,"Right"
"611",25,21500200,1281.08,3,561.08,8.42,201939,"Curry","Stephen",1610612744,293,1,28.55328,31.01617,203914,"Harris","Gary",1610612743,30.53839,26.41898,5.00747617150596,190,193,-3,24.0673463478486,98.8792690490077,"Left"
"629",4,21500214,2782.66,1,622.66,16.03,201939,"Curry","Stephen",1610612744,14,0,15.88819,2.78631,203944,"Randle","Julius",1610612747,16.09223,7.18067,4.39909446718299,190,206,-16,24.6296388502187,28.2483356393167,"Right"
"630",5,21500214,2670.61,1,510.61,5.06,201939,"Curry","Stephen",1610612744,34,1,8.89643,47.90721,203944,"Randle","Julius",1610612747,7.94519,38.77784,9.1787937189208,190,206,-16,23.1956185890569,3.09610652204383,"Left"
"633",8,21500214,2498.37,1,338.37,17.14,201939,"Curry","Stephen",1610612744,57,0,29.38437,17.35075,203903,"Clarkson","Jordan",1610612747,32.68419,20.99373,4.91529402099203,190,196,-6,25.3175599309926,114.584646023766,"Right"
"637",12,21500214,2363.7,1,203.7,20.82,201939,"Curry","Stephen",1610612744,83,0,21.51789,44.87658,203903,"Clarkson","Jordan",1610612747,17.26145,37.53848,8.48321832110903,190,196,-6,25.6850672093436,9.1827113132904,"Left"
"639",14,21500214,2207.78,1,47.78,16.68,201939,"Curry","Stephen",1610612744,108,1,15.60237,3.09514,101138,"Bass","Brandon",1610612747,14.42438,8.15866,5.19873977330083,190,203,-13,24.2279684710976,12.1992238061586,"Right"
"641",16,21500214,2176.7,1,16.7,6.9,201939,"Curry","Stephen",1610612744,110,0,19.93923,4.79561,203903,"Clarkson","Jordan",1610612747,14.39529,4.65611,5.54569481432219,190,196,-6,24.9798089116991,55.4230709560187,"Left"
"658",33,21500214,1220.2,3,500.2,9.65,201939,"Curry","Stephen",1610612744,272,0,74.43,4.36473,203903,"Clarkson","Jordan",1610612747,79.46131,7.24737,5.79859411286045,190,196,-6,25.1172603596192,25.430864817795,"Left"
"660",35,21500214,1153.24,3,433.24,2.14,201939,"Curry","Stephen",1610612744,279,1,83.14434,47.55047,203903,"Clarkson","Jordan",1610612747,81.83698,40.27611,7.39090681710979,190,196,-6,23.2367622799843,24.148322681363,"Right"
"661",36,21500214,1076.6,3,356.6,11.89,201939,"Curry","Stephen",1610612744,300,0,68.138,11.69395,977,"Bryant","Kobe",1610612747,72.67061,10.83598,4.61309721694654,190,198,-8,24.533762667037,43.5628174534812,"Right"
"666",41,21500214,830.48,3,110.48,17.94,201939,"Curry","Stephen",1610612744,342,0,73.06985,4.65684,203105,"Ezeli","Festus",1610612744,73.35884,11.28841,6.63786380434248,190,211,-21,25.68484500261,35.1291516354592,"Left"
"686",11,21500236,2511.79,1,351.79,17.29,201939,"Curry","Stephen",1610612744,51,1,67.97658,12.07227,202339,"Bledsoe","Eric",1610612756,71.9674,15.62458,5.34280362810575,190,185,5,24.467553646601,9.77806875011727,"Left"
"689",14,21500236,2275.63,1,115.63,23.89,201939,"Curry","Stephen",1610612744,105,1,61.43067,30.30307,1626164,"Booker","Devin",1610612756,73.22528,27.57013,12.1070965179807,190,198,-8,27.8292713356602,2.06052560434971,"Right"
"691",16,21500236,2196.4,1,36.4,16.9,201939,"Curry","Stephen",1610612744,117,1,67.21681,38.06487,101179,"Price","Ronnie",1610612756,72.61227,35.8617,5.82794532065118,190,188,2,25.1866849683121,9.03447032527201,"Right"
"699",24,21500236,1809.63,2,369.63,15.79,201939,"Curry","Stephen",1610612744,194,1,67.72931,11.77677,202339,"Bledsoe","Eric",1610612756,64.3237,13.69062,3.90653315544614,190,185,5,24.8339126943178,118.493060330677,"Left"
"705",30,21500236,1475.9,2,35.9,20.57,201939,"Curry","Stephen",1610612744,256,1,63.79982,10.34589,202339,"Bledsoe","Eric",1610612756,68.57926,12.64646,5.30430665011932,190,185,5,28.9353490029842,4.7234934074055,"Left"
"712",37,21500236,1317.2,3,597.2,20.92,201939,"Curry","Stephen",1610612744,290,0,34.01714,29.91869,202688,"Knight","Brandon",1610612756,30.47867,33.59744,5.10430911127059,190,178,12,29.1846167543057,55.8162815905414,"Right"
"720",45,21500236,871.78,3,151.78,0.54,201939,"Curry","Stephen",1610612744,371,0,8.55092,48.47337,203141,"Teletovic","Mirza",1610612756,8.63105,41.71166,6.76218477572153,190,206,-16,23.7043281280719,8.68362949514534,"Left"
